NAICS_code,Industry_Title,Num_Businesses
811212,Computer and Office Machine Repair and Maintenance,13523
811213,Communication Equipment Repair and Maintenance,1204
811219,Other Electronic and Precision Equipment Repair and Maintenance,15706
8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,42614
811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,42614
8114,Personal and Household Goods Repair and Maintenance,126328
811411,Home and Garden Equipment Repair and Maintenance,8557
811412,Appliance Repair and Maintenance,69770
811420,Reupholstery and Furniture Repair,11675
811430,Footwear and Leather Goods Repair,3389
811490,Other Personal and Household Goods Repair and Maintenance,32937
8121,Personal Care Services,378722
812111,Barber Shops,35200
812112,Beauty Salons,235488
812113,Nail Salons,55038
812191,Diet and Weight Reducing Centers,2550
812199,Other Personal Care Services,50446
8122,Death Care Services,32832
812210,Funeral Homes and Funeral Services,20902
812220,Cemeteries and Crematories,11930
8123,Drycleaning and Laundry Services,40091
812310,Coin-Operated Laundries and Drycleaners,12712
812320,Drycleaning and Laundry Services (except Coin-Operated),24405
812331,Linen Supply,1906
812332,Industrial Launderers,1068
8129,Other Personal Services,147866
812910,Pet Care (except Veterinary) Services,42615
812921,Photofinishing Laboratories (except One-Hour),4436
812922,One-Hour Photofinishing,0
812930,Parking Lots and Garages,5731
812990,All Other Personal Services,95084
8131,Religious Organizations,339439
813110,Religious Organizations,339439
8132,Grantmaking and Giving Services,7421
813211,Grantmaking Foundations,5873
813212,Voluntary Health Organizations,1100
813219,Other Grantmaking and Giving Services,448
8133,Social Advocacy Organizations,50673
813311,Human Rights Organizations,0
813312,"Environment, Conservation and Wildlife Organizations",3514
813319,Other Social Advocacy Organizations,47159
8134,Civic and Social Organizations,171590
813410,Civic and Social Organizations,171590
8139,"Business, Professional, Labor, Political, and Similar Organizations",145616
813910,Business Associations,31644
813920,Professional Organizations,27953
813930,Labor Unions and Similar Labor Organizations,15317
813940,Political Organizations,2953
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",67749
8141,Private Households,0
814110,Private Households,0
92,Public Administration,210006
9211,"Executive, Legislative, and Other General Government Support",57256
921110,Executive Offices,30359
921120,Legislative Bodies,7664
921130,Public Finance Activities,5227
921140,"Executive and Legislative Offices, Combined",230
921150,American Indian and Alaska Native Tribal Governments,771
921190,Other General Government Support,13005
9221,"Justice, Public Order, and Safety Activities",71951
922110,Courts,12526
922120,Police Protection,15677
922130,Legal Counsel and Prosecution,3485
922140,Correctional Institutions,4627
922150,Parole Offices and Probation Offices,1816
922160,Fire Protection,31210
922190,"Other Justice, Public Order, and Safety Activities",2610
9231,Administration of Human Resource Programs,18365
923110,Administration of Education Programs,1692
923120,Administration of Public Health Programs,6917
923130,"Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)",8152
923140,Administration of Veterans' Affairs,1604
9241,Administration of Environmental Quality Programs,17825
924110,Administration of Air and Water Resource and Solid Waste Management Programs,5117
924120,Administration of Conservation Programs,12708
9251,"Administration of Housing Programs, Urban Planning, and Community Development",7464
925110,Administration of Housing Programs,5796
925120,Administration of Urban Planning and Community and Rural Development,1668
9261,Administration of Economic Programs,21210
926110,Administration of General Economic Programs,2105
926120,Regulation and Administration of Transportation Programs,9195
926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities",1104
926140,Regulation of Agricultural Marketing and Commodities,5573
926150,"Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors",3233
9271,Space Research and Technology,135
927110,Space Research and Technology,135
9281,National Security and International Affairs,15800
928110,National Security,13637
928120,International Affairs,2163
